hour,latitude,longitude,depth,dissolved_oxygen,salinity,temperature
2021-06-25 00:00:00+00:00,45.65743303703704,-61.867834555555554,1.3333333333333333,129.06666666666666,28.733333333333334,21.33223076923077
2021-06-25 01:00:00+00:00,45.65743303703704,-61.867834555555554,1.3333333333333333,126.54444444444445,28.8,20.960461538461537
2021-06-25 02:00:00+00:00,45.65743303703704,-61.867834555555554,1.3333333333333333,125.55000000000001,28.8,20.486346153846153
2021-06-25 03:00:00+00:00,45.65734200000001,-61.8664395,1.342857142857143,123.08888888888889,28.866666666666664,19.977384615384615
2021-06-25 04:00:00+00:00,45.65743303703704,-61.867834555555554,1.3333333333333333,121.06666666666666,28.899999999999995,19.458884615384616
2021-06-25 05:00:00+00:00,45.65743303703704,-61.867834555555554,1.3333333333333333,121.00555555555555,28.899999999999995,20.119923076923076
2021-06-25 06:00:00+00:00,45.65743303703704,-61.867834555555554,1.3333333333333333,120.30000000000001,28.899999999999995,19.946461538461538
2021-06-25 07:00:00+00:00,45.65743303703704,-61.867834555555554,1.3333333333333333,119.80555555555556,28.899999999999995,19.96876923076923
2021-06-25 08:00:00+00:00,45.65734200000001,-61.8664395,1.342857142857143,118.29444444444445,29.0,19.82384615384615
2021-06-25 09:00:00+00:00,45.65743303703704,-61.867834555555554,1.3333333333333333,117.04444444444445,29.0,19.674846153846154
2021-06-25 10:00:00+00:00,45.65743303703704,-61.867834555555554,1.3333333333333333,114.0,29.0,19.600692307692306
2021-06-25 11:00:00+00:00,45.65743303703704,-61.867834555555554,1.3333333333333333,113.04444444444444,29.0,19.455576923076922
2021-06-25 12:00:00+00:00,45.65743303703704,-61.867834555555554,1.3333333333333333,114.26666666666668,29.03333333333333,19.480923076923077
2021-06-25 13:00:00+00:00,45.65734200000001,-61.8664395,1.342857142857143,115.56666666666666,29.083333333333332,19.079115384615385
2021-06-25 14:00:00+00:00,45.65743303703704,-61.867834555555554,1.3333333333333333,117.00555555555555,29.100000000000005,18.922153846153847
2021-06-25 15:00:00+00:00,45.65743303703704,-61.867834555555554,1.3333333333333333,119.70555555555555,29.100000000000005,19.296
2021-06-25 16:00:00+00:00,45.65743303703704,-61.867834555555554,1.3333333333333333,120.84444444444443,29.100000000000005,19.76676923076923
2021-06-25 17:00:00+00:00,45.65743303703704,-61.867834555555554,1.3333333333333333,123.96111111111112,29.100000000000005,20.048692307692306
2021-06-25 18:00:00+00:00,45.65734200000001,-61.8664395,1.342857142857143,127.77222222222223,29.100000000000005,20.60080769230769
2021-06-25 19:00:00+00:00,45.65743303703704,-61.867834555555554,1.3333333333333333,131.67777777777778,29.100000000000005,21.05526923076923
2021-06-25 20:00:00+00:00,45.65743303703704,-61.867834555555554,1.3333333333333333,134.67222222222222,29.100000000000005,21.33880769230769
2021-06-25 21:00:00+00:00,45.65743303703704,-61.867834555555554,1.3333333333333333,136.3111111111111,29.100000000000005,21.443538461538463
2021-06-25 22:00:00+00:00,45.65743303703704,-61.867834555555554,1.3333333333333333,136.13888888888889,29.100000000000005,21.475423076923075
2021-06-25 23:00:00+00:00,45.65734200000001,-61.8664395,1.342857142857143,134.07222222222222,29.100000000000005,21.57646153846154
2021-06-26 00:00:00+00:00,45.65743303703704,-61.867834555555554,1.3333333333333333,130.0611111111111,29.11666666666667,21.48715384615385
2021-06-26 01:00:00+00:00,45.65743303703704,-61.867834555555554,1.3333333333333333,126.78333333333333,29.2,21.26673076923077
2021-06-26 02:00:00+00:00,45.65743303703704,-61.867834555555554,1.3333333333333333,122.89444444444445,29.2,20.85857692307692
2021-06-26 03:00:00+00:00,45.65743303703704,-61.867834555555554,1.3333333333333333,119.06666666666666,29.183333333333334,20.595115384615383
2021-06-26 04:00:00+00:00,45.65734200000001,-61.8664395,1.342857142857143,116.50555555555555,29.2,20.272115384615383
2021-06-26 05:00:00+00:00,45.65743303703704,-61.867834555555554,1.3333333333333333,114.28333333333333,29.166666666666668,19.746269230769233
2021-06-26 06:00:00+00:00,45.65743303703704,-61.867834555555554,1.3333333333333333,114.16666666666667,29.100000000000005,19.994846153846154
2021-06-26 07:00:00+00:00,45.65743303703704,-61.867834555555554,1.3333333333333333,112.40555555555555,29.100000000000005,19.902076923076923
2021-06-26 08:00:00+00:00,45.65743303703704,-61.867834555555554,1.3333333333333333,111.6888888888889,29.100000000000005,19.85584615384615
2021-06-26 09:00:00+00:00,45.65734200000001,-61.8664395,1.342857142857143,110.51666666666667,29.100000000000005,19.818730769230772
2021-06-26 10:00:00+00:00,45.65743303703704,-61.867834555555554,1.3333333333333333,109.66666666666667,29.100000000000005,19.86026923076923
2021-06-26 11:00:00+00:00,45.65743303703704,-61.867834555555554,1.3333333333333333,109.62777777777778,29.100000000000005,19.922923076923077
2021-06-26 12:00:00+00:00,45.65743303703704,-61.867834555555554,1.3333333333333333,108.37222222222222,29.100000000000005,19.685807692307694
2021-06-26 13:00:00+00:00,45.65743303703704,-61.867834555555554,1.3333333333333333,109.36666666666666,29.100000000000005,19.682884615384616
2021-06-26 14:00:00+00:00,45.65734200000001,-61.8664395,1.342857142857143,111.72222222222223,29.100000000000005,19.498538461538462
2021-06-26 15:00:00+00:00,45.65743303703704,-61.867834555555554,1.3333333333333333,113.09444444444445,29.100000000000005,19.51042307692308
2021-06-26 16:00:00+00:00,45.65743303703704,-61.867834555555554,1.3333333333333333,115.38888888888889,29.100000000000005,19.70826923076923
2021-06-26 17:00:00+00:00,45.65743303703704,-61.867834555555554,1.3333333333333333,115.79444444444445,29.100000000000005,19.884346153846156
2021-06-26 18:00:00+00:00,45.65743303703704,-61.867834555555554,1.3333333333333333,118.6277777777778,29.2,20.070423076923078
2021-06-26 19:00:00+00:00,45.65734200000001,-61.8664395,1.342857142857143,120.84444444444443,29.2,20.56826923076923
2021-06-26 20:00:00+00:00,45.65743303703704,-61.867834555555554,1.3333333333333333,123.31666666666666,29.2,20.840230769230768
2021-06-26 21:00:00+00:00,45.65743303703704,-61.867834555555554,1.3333333333333333,126.22777777777777,29.2,21.149384615384616
2021-06-26 22:00:00+00:00,45.65743303703704,-61.867834555555554,1.3333333333333333,126.77777777777777,29.2,21.511884615384613
2021-06-26 23:00:00+00:00,45.65743303703704,-61.867834555555554,1.3333333333333333,125.65555555555557,29.2,21.722884615384615
2021-06-27 00:00:00+00:00,45.65734200000001,-61.8664395,1.342857142857143,121.07777777777778,29.183333333333334,21.867
2021-06-27 01:00:00+00:00,45.65743303703704,-61.867834555555554,1.3333333333333333,118.61111111111111,29.133333333333336,21.767423076923077
2021-06-27 02:00:00+00:00,45.65743303703704,-61.867834555555554,1.3333333333333333,115.79444444444445,29.166666666666668,21.482115384615383
2021-06-27 03:00:00+00:00,45.65743303703704,-61.867834555555554,1.3333333333333333,112.65,29.150000000000002,21.114692307692305
2021-06-27 04:00:00+00:00,45.65743303703704,-61.867834555555554,1.3333333333333333,109.9,29.150000000000002,20.724884615384614
2021-06-27 05:00:00+00:00,45.65734200000001,-61.8664395,1.342857142857143,108.98333333333333,29.150000000000002,19.97673076923077
2021-06-27 06:00:00+00:00,45.65743303703704,-61.867834555555554,1.3333333333333333,107.82222222222222,29.166666666666668,20.054307692307695
2021-06-27 07:00:00+00:00,45.65743303703704,-61.867834555555554,1.3333333333333333,107.5,29.2,20.320884615384614
2021-06-27 08:00:00+00:00,45.65743303703704,-61.867834555555554,1.3333333333333333,106.81666666666666,29.133333333333336,20.16742307692308
2021-06-27 09:00:00+00:00,45.65787634782608,-61.87462786956521,1.2869565217391306,106.00714285714285,29.11666666666667,19.818727272727273
2021-06-27 10:00:00+00:00,45.65801236363637,-61.87671218181818,1.2727272727272727,105.01666666666667,29.166666666666668,19.59825
2021-06-27 11:00:00+00:00,45.65816133333333,-61.878994999999996,1.2571428571428571,104.10000000000001,29.183333333333334,19.6679
2021-06-27 12:00:00+00:00,45.65816133333333,-61.878994999999996,1.2571428571428571,103.48333333333333,29.150000000000002,19.62885
2021-06-27 13:00:00+00:00,45.65816133333333,-61.878994999999996,1.2571428571428571,102.95,29.2,19.46835
2021-06-27 14:00:00+00:00,45.65816133333333,-61.878994999999996,1.2571428571428571,104.46666666666665,29.2,18.893
2021-06-27 15:00:00+00:00,45.65801236363637,-61.87671218181818,1.2727272727272727,105.43333333333334,29.2,18.503999999999998
2021-06-27 16:00:00+00:00,45.65816133333333,-61.878994999999996,1.2571428571428571,106.29166666666667,29.2,18.8605
2021-06-27 17:00:00+00:00,45.65816133333333,-61.878994999999996,1.2571428571428571,107.39999999999999,29.2,18.902350000000002
2021-06-27 18:00:00+00:00,45.65816133333333,-61.878994999999996,1.2571428571428571,109.44166666666666,29.2,18.943649999999998
2021-06-27 19:00:00+00:00,45.65816133333333,-61.878994999999996,1.2571428571428571,110.86666666666667,29.21666666666667,19.07235
2021-06-27 20:00:00+00:00,45.65801236363637,-61.87671218181818,1.2727272727272727,113.68333333333334,29.2,19.18
2021-06-27 21:00:00+00:00,45.65816133333333,-61.878994999999996,1.2571428571428571,116.54166666666667,29.2,19.91285
